iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TREX","TREX INC","Industrials","Equity","5,257,868.99","0.02","5,257,868.99","80,531.00","65.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","5,230,620.00","0.02","5,230,620.00","145,295.00","36.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","5,202,203.04","0.02","5,202,203.04","303,867.00","17.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","5,177,698.92","0.02","5,177,698.92","73,946.00","70.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","5,178,310.48","0.02","5,178,310.48","126,671.00","40.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","5,179,886.58","0.02","5,179,886.58","372,922.00","13.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","5,162,409.84","0.02","5,162,409.84","221,753.00","23.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","5,156,179.20","0.02","5,156,179.20","486,432.00","10.60","United States","NASDAQ","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","5,138,975.49","0.02","5,138,975.49","79,049.00","65.01","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","5,140,361.74","0.02","5,140,361.74","155,863.00","32.98","United States","NASDAQ","USD","1.00","USD","-"
"SWN","SOUTHWESTERN ENERGY","Energy","Equity","5,133,612.12","0.02","5,133,612.12","809,718.00","6.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","5,110,733.48","0.02","5,110,733.48","32,371.00","157.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","5,098,462.72","0.02","5,098,462.72","66,664.00","76.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","5,072,331.60","0.02","5,072,331.60","119,970.00","42.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","5,039,670.30","0.02","5,039,670.30","20,730.00","243.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","5,020,670.61","0.02","5,020,670.61","72,417.00","69.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","5,014,950.61","0.02","5,014,950.61","85,711.00","58.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"X","US STEEL CORP","Materials","Equity","5,011,377.38","0.02","5,011,377.38","164,146.00","30.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,011,512.44","0.02","5,011,512.44","131,674.00","38.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","5,013,481.76","0.02","5,013,481.76","62,936.00","79.66","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","4,983,730.50","0.02","4,983,730.50","233,430.00","21.35","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","4,979,646.96","0.02","4,979,646.96","32,369.00","153.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","4,975,053.60","0.02","4,975,053.60","97,264.00","51.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","4,963,090.00","0.02","4,963,090.00","45,119.00","110.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","4,932,680.55","0.02","4,932,680.55","71,395.00","69.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,929,645.70","0.02","4,929,645.70","133,885.00","36.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","4,931,086.60","0.02","4,931,086.60","14,470.00","340.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","4,915,031.88","0.02","4,915,031.88","49,318.00","99.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","4,905,814.60","0.02","4,905,814.60","48,970.00","100.18","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","4,891,485.04","0.02","4,891,485.04","217,496.00","22.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","4,882,707.02","0.02","4,882,707.02","74,273.00","65.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","4,873,609.80","0.02","4,873,609.80","26,287.00","185.40","United States","NASDAQ","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","4,862,620.91","0.02","4,862,620.91","19,037.00","255.43","United States","NASDAQ","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","4,859,589.88","0.02","4,859,589.88","44,026.00","110.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","4,788,784.00","0.02","4,788,784.00","131,560.00","36.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","4,749,273.90","0.02","4,749,273.90","272,790.00","17.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","4,718,203.10","0.02","4,718,203.10","94,705.00","49.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","4,702,201.60","0.02","4,702,201.60","47,680.00","98.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKX","SKECHERS USA INC CLASS A","Consumer Discretionary","Equity","4,691,598.00","0.02","4,691,598.00","99,800.00","47.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","4,672,984.48","0.02","4,672,984.48","66,776.00","69.98","United States","NASDAQ","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","4,659,905.30","0.02","4,659,905.30","17,063.00","273.10","United States","NASDAQ","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","4,625,537.85","0.02","4,625,537.85","75,029.00","61.65","United States","NASDAQ","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,595,006.10","0.02","4,595,006.10","61,554.00","74.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","4,595,563.06","0.02","4,595,563.06","409,222.00","11.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","4,583,280.35","0.02","4,583,280.35","91,355.00","50.17","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,578,305.20","0.02","4,578,305.20","26,705.00","171.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","4,574,167.92","0.02","4,574,167.92","24,529.00","186.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","4,545,399.32","0.01","4,545,399.32","17,674.00","257.18","United States","NASDAQ","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","4,527,420.59","0.01","4,527,420.59","110,939.00","40.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,522,810.05","0.01","4,522,810.05","74,943.00","60.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","4,524,736.14","0.01","4,524,736.14","105,398.00","42.93","United States","NASDAQ","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","4,515,418.15","0.01","4,515,418.15","260,555.00","17.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,509,561.60","0.01","4,509,561.60","25,920.00","173.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,496,841.09","0.01","4,496,841.09","275,373.00","16.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","4,491,831.60","0.01","4,491,831.60","87,051.00","51.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","4,455,212.58","0.01","4,455,212.58","438,074.00","10.17","United States","NASDAQ","USD","1.00","USD","-"
"KRTX","KARUNA THERAPEUTICS INC","Health Care","Equity","4,456,567.46","0.01","4,456,567.46","26,042.00","171.13","United States","NASDAQ","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,449,066.60","0.01","4,449,066.60","212,874.00","20.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFLT","CONFLUENT INC CLASS A","Information Technology","Equity","4,430,754.40","0.01","4,430,754.40","135,580.00","32.68","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","4,429,538.30","0.01","4,429,538.30","21,083.00","210.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","4,389,498.00","0.01","4,389,498.00","84,090.00","52.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","4,382,945.28","0.01","4,382,945.28","39,816.00","110.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,384,251.27","0.01","4,384,251.27","160,419.00","27.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","4,310,724.18","0.01","4,310,724.18","55,202.00","78.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","4,306,671.72","0.01","4,306,671.72","40,302.00","106.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INSTRUMENTS INC","Information Technology","Equity","4,297,742.52","0.01","4,297,742.52","48,606.00","88.42","United States","NASDAQ","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","4,280,599.20","0.01","4,280,599.20","333,380.00","12.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","4,253,280.55","0.01","4,253,280.55","112,135.00","37.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,243,787.94","0.01","4,243,787.94","61,674.00","68.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","4,240,436.20","0.01","4,240,436.20","359,359.00","11.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","4,185,448.26","0.01","4,185,448.26","96,751.00","43.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","4,132,157.91","0.01","4,132,157.91","271,317.00","15.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZPN","ASPEN TECHNOLOGY INC","Information Technology","Equity","4,107,246.75","0.01","4,107,246.75","20,655.00","198.85","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","4,069,779.12","0.01","4,069,779.12","29,457.00","138.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","4,072,031.73","0.01","4,072,031.73","67,743.00","60.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","4,067,151.21","0.01","4,067,151.21","162,621.00","25.01","United States","NASDAQ","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","4,068,601.18","0.01","4,068,601.18","43,127.00","94.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","4,043,533.16","0.01","4,043,533.16","73,841.00","54.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","4,041,250.62","0.01","4,041,250.62","68,519.00","58.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","4,024,900.55","0.01","4,024,900.55","123,805.00","32.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,021,541.92","0.01","4,021,541.92","83,852.00","47.96","United States","NASDAQ","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","4,006,734.30","0.01","4,006,734.30","36,405.00","110.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","3,972,178.71","0.01","3,972,178.71","213,903.00","18.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,947,300.28","0.01","3,947,300.28","39,564.00","99.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,947,552.96","0.01","3,947,552.96","70,694.00","55.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,939,938.28","0.01","3,939,938.28","51,651.00","76.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","3,924,806.40","0.01","3,924,806.40","108,480.00","36.18","United States","NASDAQ","USD","1.00","USD","-"
"SMAR","SMARTSHEET INC CLASS A","Information Technology","Equity","3,925,716.00","0.01","3,925,716.00","94,550.00","41.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","3,905,486.26","0.01","3,905,486.26","44,573.00","87.62","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY BRANDS INC","Industrials","Equity","3,892,030.10","0.01","3,892,030.10","23,470.00","165.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZI","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","3,892,683.34","0.01","3,892,683.34","228,578.00","17.03","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","3,887,327.07","0.01","3,887,327.07","26,631.00","145.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","3,875,454.00","0.01","3,875,454.00","75,900.00","51.06","United States","NASDAQ","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","3,877,941.56","0.01","3,877,941.56","97,829.00","39.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","3,856,728.33","0.01","3,856,728.33","60,669.00","63.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,815,812.60","0.01","3,815,812.60","21,935.00","173.96","United States","NASDAQ","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","3,790,313.00","0.01","3,790,313.00","131,380.00","28.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","3,763,155.32","0.01","3,763,155.32","25,076.00","150.07","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","3,752,496.46","0.01","3,752,496.46","153,917.00","24.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","3,752,616.96","0.01","3,752,616.96","70,432.00","53.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
